% time  Temperature
200.50	178.33
201.00	178.58
201.50	178.83
202.00	179.09
202.50	179.36
203.00	179.63
203.50	179.93
204.00	180.23
204.50	180.55
205.00	180.89
205.50	181.25
206.00	181.62
206.50	182.01
207.00	182.42
207.50	182.86
208.00	183.32
208.50	183.79
209.00	184.28
209.50	184.8
210.00	185.32
210.50	185.87
211.00	186.43
211.50	187
212.00	187.58
212.50	188.18
213.00	188.78
213.50	189.4
214.00	190.02
214.50	190.64
215.00	191.26
215.50	191.89
216.00	192.51
216.50	193.14
217.00	193.76
217.50	194.37
218.00	194.99
218.50	195.6
219.00	196.2
219.50	196.8
220.00	197.39
220.50	197.97
221.00	198.55
221.50	199.12
222.00	199.69
222.50	200.25
223.00	200.79
223.50	201.34
224.00	201.87
224.50	202.4
225.00	202.92
225.50	203.43
226.00	203.93
226.50	204.42
227.00	204.89
227.50	205.36
228.00	205.81
228.50	206.25
229.00	206.68
229.50	207.1
230.00	207.51
230.50	207.92
231.00	208.31
231.50	208.7
232.00	209.08
232.50	209.46
233.00	209.83
233.50	210.19
234.00	210.55
234.50	210.91
235.00	211.26
235.50	211.61
236.00	211.95
236.50	212.3
237.00	212.64
237.50	212.97
238.00	213.3
238.50	213.63
239.00	213.96
239.50	214.3
240.00	214.63
240.50	214.97
241.00	215.31
241.50	215.65
242.00	216
242.50	216.35
243.00	216.7
243.50	217.05
244.00	217.41
244.50	217.76
245.00	218.12
245.50	218.48
246.00	218.85
246.50	219.21
247.00	219.57
247.50	219.93
248.00	220.29
248.50	220.65
249.00	221.01
249.50	221.37
250.00	221.73
250.50	222.08
251.00	222.44
251.50	222.79
252.00	223.14
252.50	223.48
253.00	223.83
253.50	224.17
254.00	224.51
254.50	224.85
255.00	225.18
255.50	225.51
256.00	225.84
256.50	226.16
257.00	226.49
257.50	226.8
258.00	227.12
258.50	227.43
259.00	227.74
259.50	228.05
260.00	228.35
260.50	228.65
261.00	228.95
261.50	229.24
262.00	229.53
262.50	229.82
263.00	230.11
263.50	230.39
264.00	230.67
264.50	230.94
265.00	231.22
265.50	231.49
266.00	231.75
266.50	232.02
267.00	232.28
267.50	232.53
268.00	232.79
268.50	233.04
269.00	233.29
269.50	233.54
270.00	233.78
270.50	234.02
271.00	234.26
271.50	234.5
272.00	234.73
272.50	234.96
273.00	235.19
273.50	235.41
274.00	235.64
274.50	235.86
275.00	236.08
275.50	236.29
276.00	236.5
276.50	236.71
277.00	236.92
277.50	237.13
278.00	237.33
278.50	237.53
279.00	237.73
279.50	237.93
280.00	238.12
280.50	238.32
281.00	238.51
281.50	238.69
282.00	238.88
282.50	239.06
283.00	239.24
283.50	239.42
284.00	239.6
284.50	239.78
285.00	239.95
285.50	240.12
286.00	240.29
286.50	240.46
287.00	240.62
287.50	240.78
288.00	240.94
288.50	241.09
289.00	241.23
289.50	241.37
290.00	241.5
290.50	241.63
291.00	241.75
291.50	241.86
292.00	241.96
292.50	242.04
293.00	242.12
293.50	242.18
294.00	242.23
294.50	242.26
295.00	242.28
295.50	242.28
296.00	242.27
296.50	242.24
297.00	242.2
297.50	242.14
298.00	242.07
298.50	241.98
299.00	241.89
299.50	241.78
300.00	241.66
300.50	241.52
301.00	241.37
301.50	241.2
302.00	241.01
302.50	240.81
303.00	240.59
303.50	240.35
304.00	240.1
304.50	239.82
305.00	239.53
305.50	239.22
306.00	238.89
306.50	238.54
307.00	238.17
307.50	237.78
308.00	237.37
308.50	236.95
309.00	236.5
309.50	236.04
310.00	235.55
310.50	235.05
311.00	234.53
311.50	234
312.00	233.44
312.50	232.87
313.00	232.29
313.50	231.69
314.00	231.07
314.50	230.45
315.00	229.8
315.50	229.15
316.00	228.48
316.50	227.8
317.00	227.11
317.50	226.41
318.00	225.7
318.50	224.98
319.00	224.25
319.50	223.51
320.00	222.77
320.50	222.01
321.00	221.25
321.50	220.48
322.00	219.71
322.50	218.93
323.00	218.15
323.50	217.36
324.00	216.57
324.50	215.77
325.00	214.97
325.50	214.16
326.00	213.35
326.50	212.54
327.00	211.73
327.50	210.91
328.00	210.1
328.50	209.28
329.00	208.46
329.50	207.64
330.00	206.82
330.50	205.99
331.00	205.17
331.50	204.35
332.00	203.52
332.50	202.7
333.00	201.88
333.50	201.06
334.00	200.23
334.50	199.41
335.00	198.59
335.50	197.78
336.00	196.96
336.50	196.14
337.00	195.33
337.50	194.51
338.00	193.7
338.50	192.89
339.00	192.08
339.50	191.28
340.00	190.48
340.50	189.67
341.00	188.87
341.50	188.08
342.00	187.28
342.50	186.49
343.00	185.7
343.50	184.91
344.00	184.13
344.50	183.35
345.00	182.57
345.50	181.79
346.00	181.02
346.50	180.24
347.00	179.48
347.50	178.71
348.00	177.95
348.50	177.19
349.00	176.43
349.50	175.68
350.00	174.93
350.50	174.18
351.00	173.43
351.50	172.69
352.00	171.96
352.50	171.22
353.00	170.49
353.50	169.76
354.00	169.03
354.50	168.31
355.00	167.59
355.50	166.87
356.00	166.16
356.50	165.45
357.00	164.74
357.50	164.04
358.00	163.34
358.50	162.64
359.00	161.95
359.50	161.26
360.00	160.57
360.50	159.89
361.00	159.2
361.50	158.53
362.00	157.85
362.50	157.18
363.00	156.51
363.50	155.84
364.00	155.18
364.50	154.52
365.00	153.87
365.50	153.21
366.00	152.56
366.50	151.92
367.00	151.27
367.50	150.63
368.00	150
368.50	149.36
369.00	148.73
369.50	148.1
370.00	147.48
370.50	146.86
371.00	146.24
371.50	145.62
372.00	145.01
372.50	144.4
373.00	143.79
